idsbr,Query,Actual Place Name,Category,Rating,Address,Phone Number,Website,Latitude,Longitude,Status,Open Status,Operation Hours,Place,Validasi
3785725,"TRI MEGAH JAYA ABADI, Wiyung Brantas Permai 6 no. 10",PT. TIARA ABADI NUSANTARA JAYA,Kantor Perusahaan,"5,0","· Jl. Raya Dupak 63, Ko Mutiara Dupak Blok E-10, Gundih, Bubutan",(031) 5318316,Gagal,-7.2465502,112.7249936,Aktif,Tutup,Tutup · Buka pukul 09.00 · Tutup · Buka pukul 09.00,"TRI MEGAH JAYA ABADI, Wiyung Brantas Permai 6 no. 10",Tidak Ditemukan
3785725,"TRI MEGAH JAYA ABADI, Wiyung Brantas Permai 6 no. 10",PT. Modern Surya Jaya,Kontraktor,"4,3",· Jl. Raya Tenggilis No.26,(031) 8413366,Gagal,-7.3213382,112.7494353,Aktif,Segera buka · 08.00,Segera buka · 08.00 · Segera buka · 08.00,"TRI MEGAH JAYA ABADI, Wiyung Brantas Permai 6 no. 10",Tidak Ditemukan
3785725,"TRI MEGAH JAYA ABADI, Wiyung Brantas Permai 6 no. 10",JOYO ABADI Optik,Toko Optik,"5,0",· Ruko Taman Pondok Indah Blok A 36,0813-8575-7599,Gagal,-7.3139981,112.6978938,Aktif,Tutup,· Ruko Taman Pondok Indah Blok A 36 · Ruko Taman Pondok Indah Blok A 36,"TRI MEGAH JAYA ABADI, Wiyung Brantas Permai 6 no. 10",Tidak Ditemukan
3853203,"PURI PANCA PUJIBANGUN, Jl. Mastrip 70 Karangpilang (Kawasan Industri Wirajatim)",PT Puri Panca Pujibangun,Percetakan Komersial,"4,7"," Karang Pilang, Kec. Karangpilang, Surabaya, Jawa Timur 60221",Gagal,Gagal,-7.3411407,112.6877605,Aktif,· 08.00,Gagal,"PURI PANCA PUJIBANGUN, Jl. Mastrip 70 Karangpilang (Kawasan Industri Wirajatim)",Ditemukan
4032769,"SANKO REMAJA INDONESIA, MARGOMULYO INDAH I BLOK B NO.14, BUNTARAN",Jl. Margomulyo Indah I,Tidak ada ulasan,Gagal,"INDONESIA, MARGOMULYO INDAH I BLOK",Gagal,Gagal,-7.2435455,112.6783274,Aktif,Gagal,Gagal,"SANKO REMAJA INDONESIA, MARGOMULYO INDAH I BLOK B NO.14, BUNTARAN",Ditemukan
4294271,"JAYA SUKSES ABADI, JL.BANJARSUGIHAN NO.45 RT.006 RW.004",Jaya Abadi Toko,Toko,"5,0",· Jl. Raya Balongsari No.28,(031) 7402445,Gagal,-7.2582429,112.6776805,Aktif,Gagal,Gagal,"JAYA SUKSES ABADI, JL.BANJARSUGIHAN NO.45 RT.006 RW.004",Ditemukan
4294271,"JAYA SUKSES ABADI, JL.BANJARSUGIHAN NO.45 RT.006 RW.004",Sukses Jaya Abadi,Tidak ada ulasan,Gagal,· Jl. Amir Machmud No.20,0817-0395-0099,Gagal,-7.3405789,112.7798633,Aktif,Gagal,· Jl. Amir Machmud No.20 · Jl. Amir Machmud No.20,"JAYA SUKSES ABADI, JL.BANJARSUGIHAN NO.45 RT.006 RW.004",Tidak Ditemukan
4294271,"JAYA SUKSES ABADI, JL.BANJARSUGIHAN NO.45 RT.006 RW.004",PT.JAYA ABADI SAKTI TRANS,Perusahaan Truk Ekspedisi,"4,8","· Ruko 21 Klampis, Jl. Arief Rahman Hakim No.51 blok B- 60117",0815-5091-230,Gagal,-7.288472,112.7761209,Aktif,Segera buka · 08.00,"· Ruko 21 Klampis, Jl. Arief Rahman Hakim No.51 blok B- 60117 · Ruko 21 Klampis, Jl. Arief Rahman Hakim No.51 blok B- 60117","JAYA SUKSES ABADI, JL.BANJARSUGIHAN NO.45 RT.006 RW.004",Tidak Ditemukan
4294271,"JAYA SUKSES ABADI, JL.BANJARSUGIHAN NO.45 RT.006 RW.004",CV.Jaya Abadi,Kantor Perusahaan,"5,0","· Blok 2F No.11, Jl. Balongsari Tama",0813-3355-9997,Gagal,-7.2598923,112.6787511,Tutup,· Tutup pukul 17.00,"· Blok 2F No.11, Jl. Balongsari Tama · Blok 2F No.11, Jl. Balongsari Tama","JAYA SUKSES ABADI, JL.BANJARSUGIHAN NO.45 RT.006 RW.004",Tidak Ditemukan
4294271,"JAYA SUKSES ABADI, JL.BANJARSUGIHAN NO.45 RT.006 RW.004",Best Jaya Packaging,Tidak ada ulasan,Gagal,"· Pergudangan Best Jaya, Jalan Raya Manukan Wetan No.24 Blok D8 - 9",(031) 7327368,Gagal,-7.283623,112.699671,Aktif,Segera buka · 08.00,Segera buka · 08.00 · Segera buka · 08.00,"JAYA SUKSES ABADI, JL.BANJARSUGIHAN NO.45 RT.006 RW.004",Tidak Ditemukan
4418311,"SARANA WARNAMEGAH, JL RAYA DUKUH KUPANG",PT. Sarana Warna Megah,Kantor Perusahaan,"4,7"," PP88+WFR, Jl. Raya Dukuh Kupang, Dukuh Kupang, Kec. Dukuhpakis, Surabaya, Jawa Timur 60225",Gagal,Gagal,-7.2826367,112.713576,Aktif,· 08.00,Gagal,"SARANA WARNAMEGAH, JL RAYA DUKUH KUPANG",Ditemukan
4558089,"Indocrane Wahana Solusindo, PT, KEPUTIH TEGAL NO. 29",INDOCRANE,Pabrikan lift,"4,7"," Jl. Keputih Tegal No.29, Keputih, Kec. Sukolilo, Surabaya, Jawa Timur 60111",Gagal,Gagal,-7.293817,112.7992144,Aktif,· 08.00,Gagal,"Indocrane Wahana Solusindo, PT, KEPUTIH TEGAL NO. 29",Ditemukan
6197794,"AUSTEEL INTERNASIONAL METAL, Pergudangan Margomulyo Permai Blok Q No.21",CV. MERCURY,Jasa cetak injeksi plastik,"4,2",· JL Margomulyo Permai Mutiara A No.27,(031) 57485047,Gagal,-7.2467924,112.692146,Aktif,Tutup,Tutup · Buka pukul 09.00 · Tutup · Buka pukul 09.00,"AUSTEEL INTERNASIONAL METAL, Pergudangan Margomulyo Permai Blok Q No.21",Ditemukan
6197794,"AUSTEEL INTERNASIONAL METAL, Pergudangan Margomulyo Permai Blok Q No.21",Pt. Multicapital Sarana Utama,Tidak ada ulasan,Gagal,· Jl. Gunung. Anyar Tambak Utara I No.3,(031) 8792945,Gagal,-7.3332504,112.8001122,Aktif,Gagal,· Jl. Gunung. Anyar Tambak Utara I No.3 · Jl. Gunung. Anyar Tambak Utara I No.3,"AUSTEEL INTERNASIONAL METAL, Pergudangan Margomulyo Permai Blok Q No.21",Tidak Ditemukan
6199416,"INDO METAL FORMING, Margomulyo Indah E2-3",INDO METAL FORMING,Fabrikator logam,"4,4"," Jl. Margomulyo Indah No.E2-3, Buntaran, Kec. Tandes, Surabaya, Jawa Timur 60184",Gagal,Gagal,-7.2465702,112.6670151,Aktif,· 08.00,Gagal,"INDO METAL FORMING, Margomulyo Indah E2-3",Ditemukan
6201171,"PREMIUM PARFUM INDONESIA, Jl. Nginden Semolo 42 B-19",PT PREMIUM PARFUM INDONESIA,Pemasok Produk Kecantikan,"4,8"," Blok Jl. Nginden Semolo No.42 Blok B-17, Nginden Jangkungan, Kec. Sukolilo, Surabaya, Jawa Timur 60118",Gagal,http://www.premiumparfum.com/,-7.3002457,112.7637281,Aktif,· Buka pukul 08.15,Gagal,"PREMIUM PARFUM INDONESIA, Jl. Nginden Semolo 42 B-19",Ditemukan
6206822,"JAYA BAHAGIA, ud, Jl. Wisma Permai Tengah V/Cc-33",Bahagia. UD,Toko Bahan Bangunan,"4,3",· Jl. Pandegiling No.196A,(031) 5313254,Gagal,-7.2761442,112.7366447,Aktif,Gagal,Gagal,"JAYA BAHAGIA, ud, Jl. Wisma Permai Tengah V/Cc-33",Ditemukan
6206822,"JAYA BAHAGIA, ud, Jl. Wisma Permai Tengah V/Cc-33",UD. Bahagia Jaya,Toko Bahan Bangunan,"4,3",· Jl. Raya Klampok No.187,0821-4307-4441,Gagal,-7.2535467,112.4999274,Tutup,· Tutup pukul 16.30,· Jl. Raya Klampok No.187 · Jl. Raya Klampok No.187,"JAYA BAHAGIA, ud, Jl. Wisma Permai Tengah V/Cc-33",Tidak Ditemukan
6206822,"JAYA BAHAGIA, ud, Jl. Wisma Permai Tengah V/Cc-33",UD. BAHAGIA,Toko Bahan Bangunan,"4,5",· Jl. Raya Pradah Indah No.19A,0851-0027-9620,Gagal,-7.2814443,112.6789526,Tutup,· Tutup pukul 17.30,Buka · Tutup pukul 17.30 · Buka · Tutup pukul 17.30,"JAYA BAHAGIA, ud, Jl. Wisma Permai Tengah V/Cc-33",Tidak Ditemukan
6206822,"JAYA BAHAGIA, ud, Jl. Wisma Permai Tengah V/Cc-33",UD Bahagia Baru,Minimarket,"4,8",· Jl. Kembang Jepun No.125,(031) 3523726,Gagal,-7.2375362,112.7405487,Aktif,Tutup,Tutup · Buka pukul 09.00 · Tutup · Buka pukul 09.00,"JAYA BAHAGIA, ud, Jl. Wisma Permai Tengah V/Cc-33",Tidak Ditemukan
6206822,"JAYA BAHAGIA, ud, Jl. Wisma Permai Tengah V/Cc-33",Bahagia. UD,Tidak ada ulasan,Gagal,· Jl. Raya Simo Pomahan No.45-P,(031) 7490268,Gagal,-7.262218,112.7065198,Aktif,Segera buka · 08.00,Segera buka · 08.00 · Segera buka · 08.00,"JAYA BAHAGIA, ud, Jl. Wisma Permai Tengah V/Cc-33",Tidak Ditemukan
6206909,"SLAMET PRAMONO / TRI INDAH JAYA, UD, Jl.Raya Lidah Kulon No.27",Slamet pramono,Layanan Transportasi,Gagal," Rt04, RW.02, Karanggeneng, Sidorejo, Kec. Kenduruan, Kabupaten Tuban, Jawa Timur 62363",Gagal,Gagal,-6.9381387,111.6699502,Aktif,Gagal,Gagal,"SLAMET PRAMONO / TRI INDAH JAYA, UD, Jl.Raya Lidah Kulon No.27",Ditemukan
6207265,"SUKSES BUANA KARYA, Jl. Manukan Kulon No.134",CV. Sukses Buana Karya,Kantor Perusahaan,"5,0"," Jl. Raya Manukan Kulon No.134, Manukan Kulon, Kec. Tandes, Surabaya, Jawa Timur 60185",Gagal,Gagal,-7.2556345,112.6608187,Aktif,· Tutup pukul 16.00,Gagal,"SUKSES BUANA KARYA, Jl. Manukan Kulon No.134",Ditemukan
6207501,"BERKAT SUKSES ABADI, Margomulyo Indah I F39",Cv.BERKAT SUKSES ABADI,Perajin furnitur,"4,7"," Unnamed Road, Greges, Kec. Asem Rowo, Surabaya, Jawa Timur 60183",Gagal,Gagal,-7.2396398,112.6732424,Aktif,· Buka pukul 09.00,Gagal,"BERKAT SUKSES ABADI, Margomulyo Indah I F39",Ditemukan
6207515,"SIMA DELAPAN INDONESIA, Jl. Margomulyo Indah F19",PT Sima Delapan Indonesia,Kantor Perusahaan,"4,6"," Jl. Margo Mulyo Indah No.19 blok F, Greges, Asem Rowo, Surabaya, East Java 60186",Gagal,Gagal,-7.2451169,112.6668897,Aktif,Gagal,Gagal,"SIMA DELAPAN INDONESIA, Jl. Margomulyo Indah F19",Ditemukan
6207523,"INTAKE TEKNOLOGI INDONESIA, PT, Jl. Kalijudan Madya I No. 19-21 (Bagian Belakang Ii/18)",PT. Intake Teknologi Indonesia,Produsen,"5,0"," Jl. Kalijudan Madya II No.18, Kalijudan, Kec. Mulyorejo, Surabaya, Jawa Timur 60134",Gagal,Gagal,-7.250974,112.7803992,Aktif,· 08.00,Gagal,"INTAKE TEKNOLOGI INDONESIA, PT, Jl. Kalijudan Madya I No. 19-21 (Bagian Belakang Ii/18)",Ditemukan
6469550,"Mulya Petra Panelindo, Jl. Margomulyo Indah Blok F-10",PT. Mulya Petra Panelindo,Kantor Perusahaan,"4,8"," Jl. Margomulyo Indah No.F-10, Balongsari, Kec. Tandes, Surabaya, Jawa Timur 60186",Gagal,Gagal,-7.2441509,112.6663671,Aktif,· 08.00,Gagal,"Mulya Petra Panelindo, Jl. Margomulyo Indah Blok F-10",Ditemukan
6472754,"WELLSUN PLASTIC TECHNOLOGY INDONESIA, Jl. Raya Manukan Kulon No. 96-98",PT. Wellsun Plastic Technology Indonesia,Produsen,"3,6"," Jl. Raya Manukan Kulon No.96-98, Manukan Kulon, Kec. Tandes, Surabaya, Jawa Timur 60185",Gagal,https://wellsunplastic.mystrikingly.com/,-7.2553779,112.6628419,Aktif,· 08.00,Gagal,"WELLSUN PLASTIC TECHNOLOGY INDONESIA, Jl. Raya Manukan Kulon No. 96-98",Ditemukan
6703011,"Berkarya Putra Inovasi, PT, Jl. Mleto No. 42 D",PT BERKARYA,Komplek perumahan,Gagal," Jl. Klampis Indah VI Blok E29A, Klampis Ngasem, Sukolilo, Surabaya, East Java 60117",Gagal,Gagal,-7.292411,112.7737911,Aktif,Gagal,Gagal,"Berkarya Putra Inovasi, PT, Jl. Mleto No. 42 D",Ditemukan
96759798,"SURABAYA MEKA BOX UNIT KALENG, PT, Jl. Kemayoran Baru No.86, Kemayoran, Kec. Krembangan, Surabaya, Jawa Timur 60176",Surabaya Meka Box. PT,Pemasok Peralatan Industri,"3,0"," Jl. Kemayoran Baru No.86, Kemayoran, Kec. Krembangan, Surabaya, Jawa Timur 60176",Gagal,Gagal,-7.2421772,112.7271854,Aktif,· Buka pukul 09.00,Gagal,"SURABAYA MEKA BOX UNIT KALENG, PT, Jl. Kemayoran Baru No.86, Kemayoran, Kec. Krembangan, Surabaya, Jawa Timur 60176",Ditemukan
96851467,"PERURI WIRA TIMUR, PT, A YANI 119",Perum Percetakan Uang Republik Indonesia (Perum Peruri) Divisi Timur,Pemasok Sistem Keamanan,"3,7"," Jl. Ahmad Yani No.119, Jemur Wonosari, Kec. Wonocolo, Surabaya, Jawa Timur 60235",Gagal,Gagal,-7.3244435,112.7301175,Aktif,Gagal,Gagal,"PERURI WIRA TIMUR, PT, A YANI 119",Ditemukan
96868405,"WAHANA WIRAWAN, Jl. A Yani No. 248",NISSAN SURABAYA,Dealer Nissan,"4,6",· Jl. Ahmad Yani No.248,(031) 8274300,Gagal,-7.337034,112.728932,Aktif,Tutup,Tutup · Buka pukul 08.30 · Tutup · Buka pukul 08.30,"WAHANA WIRAWAN, Jl. A Yani No. 248",Ditemukan
96868405,"WAHANA WIRAWAN, Jl. A Yani No. 248",Bengkel Citroen Jeep Ahmad Yani Surabaya,Bengkel Mobil,"4,9",· Jl. Ahmad Yani No.248,0813-1528-9492,Gagal,-7.3368458,112.7288746,Aktif,Tutup,Tutup · Buka pukul 08.30 · Tutup · Buka pukul 08.30,"WAHANA WIRAWAN, Jl. A Yani No. 248",Tidak Ditemukan
96868405,"WAHANA WIRAWAN, Jl. A Yani No. 248",Citroën Experience Center Ahmad Yani,Dealer mobil,"4,6",· Jl. Ahmad Yani No.248,(031) 8274300,Gagal,-7.337156,112.7288579,Aktif,Tutup,Tutup · Buka pukul 08.30 · Tutup · Buka pukul 08.30,"WAHANA WIRAWAN, Jl. A Yani No. 248",Tidak Ditemukan
96868405,"WAHANA WIRAWAN, Jl. A Yani No. 248",Dealer Nissan Datsun Jemursari,Dealer Nissan,"4,7",· Jl. Raya Jemursari No.335 - 337,(031) 8492299,Gagal,-7.3099067,112.7584237,Tutup,· Tutup pukul 16.30,Buka · Tutup pukul 16.30 · Buka · Tutup pukul 16.30,"WAHANA WIRAWAN, Jl. A Yani No. 248",Tidak Ditemukan
96904656,"SURYA STEEL ABADI, PT, Jl. Raya Pakal No.35",PT Surya Steel,Pabrik stiker,"4,6"," Jl. Raya Pakal Surabaya No.35, Pakal, Kec. Pakal, Surabaya, Jawa Timur 60196",Gagal,Gagal,-7.2366703,112.6147123,Aktif,· Tutup pukul 16.00,Gagal,"SURYA STEEL ABADI, PT, Jl. Raya Pakal No.35",Ditemukan
96915365,"WISMILAK INTI MAKMUR TBK, PT, Jl. Buntaran 9A",Wismilak Inti Makmur,Kantor Perusahaan,"4,5"," Jl. Buntaran No.9A, Manukan Wetan, Kec. Tandes, Surabaya, Jawa Timur 60184",Gagal,http://www.wismilakfilter.com/,-7.2517426,112.6706006,Aktif,· 08.00,Gagal,"WISMILAK INTI MAKMUR TBK, PT, Jl. Buntaran 9A",Ditemukan
96942616,"SUPLIER KERANGKA ATAP, BABATAN MUKTI F-17",CV. GEMILANG CAHAYA SEMESTA,Toko Bahan Bangunan,"5,0"," Heavenland Park Golden Gate T-22, Kec. Candi, Kabupaten Sidoarjo, Jawa Timur 61271",Gagal,https://www.gemilangcahayasemesta.com/,-7.4846927,112.7226686,Aktif,· 08.00,Gagal,"SUPLIER KERANGKA ATAP, BABATAN MUKTI F-17",Ditemukan
96942787,"SUPARMA TBK, PT, MASTRIP NO 856 WARUGUNUNG , JL",PM 8 PT SUPARMATBK,Produsen,"5,0"," Jl. Raya Mastrip No.13, RT.005/RW.01, Warugunung, Kec. Karangpilang, Surabaya, Jawa Timur 60221",Gagal,Gagal,-7.3499466,112.6708377,Aktif,Gagal,Gagal,"SUPARMA TBK, PT, MASTRIP NO 856 WARUGUNUNG , JL",Ditemukan
96957142,"CV DIAMATRA PERSADA, cv. diamatra persadaJl, Jl. Medokan Keputih No.a12-a14, Keputih, Kec. Sukolilo, Surabaya, Jawa Timur 60111",Cv. Diamatra Persada,Kantor Perusahaan,"5,0"," cv. diamatra persadaJl, Jl. Medokan Keputih No.a12-a14, Keputih, Kec. Sukolilo, Surabaya, Jawa Timur 60111",Gagal,Gagal,-7.2999724,112.7975031,Aktif,Gagal,Gagal,"CV DIAMATRA PERSADA, cv. diamatra persadaJl, Jl. Medokan Keputih No.a12-a14, Keputih, Kec. Sukolilo, Surabaya, Jawa Timur 60111",Ditemukan
96967673,"PELITA GUNATAMA PERSADA, PT, Jl. Margomulyo Indah B-32,",PT. Pelita Gunatama Persada,Kantor Perusahaan,"4,5"," Jl. Buntaran No.148, Manukan Wetan, Kec. Tandes, Surabaya, Jawa Timur 60184",Gagal,Gagal,-7.2498345,112.6705912,Aktif,· 08.00,Gagal,"PELITA GUNATAMA PERSADA, PT, Jl. Margomulyo Indah B-32,",Ditemukan
96977178,"ALINDEX, PT, Jl. KaliJUdan Madya I/11-15",Alindexbox. PT,Toko Perlengkapan Pengepakan,"4,6","· JL. Kalijudan Madya I 11-15, Kaliyudan, Mulyorejo, Surabaya, 60114",(031) 3821584,Gagal,-7.2505403,112.7830342,Aktif,Tutup,Tutup · Buka pukul 08.30 · Tutup · Buka pukul 08.30,"ALINDEX, PT, Jl. KaliJUdan Madya I/11-15",Ditemukan
96977178,"ALINDEX, PT, Jl. KaliJUdan Madya I/11-15","Alinda, PT (Alindexbox, PT",Tidak ada ulasan,Gagal,· Jl. Kaliyudan Madya I%2F11-15 Kalijudan Mulyorejo Surabaya Jawa Timur,(031) 361904,Gagal,-7.2701012,112.7806696,Tutup Permanen,Tutup permanen,Gagal,"ALINDEX, PT, Jl. KaliJUdan Madya I/11-15",Tidak Ditemukan
96977378,"SENTOSA ADI MAKMUR, PT, Margomulyo Indah B6 No.18",PT.Sentosa Adi Makmur (SAM),Kantor Perusahaan,"5,0"," Jl. Margomulyo Indah IV B No.18, Buntaran, Kec. Tandes, Surabaya, Jawa Timur 60184",Gagal,Gagal,-7.2484544,112.6685536,Aktif,Gagal,Gagal,"SENTOSA ADI MAKMUR, PT, Margomulyo Indah B6 No.18",Ditemukan
96978105,"HAPETE, PT, Jl. Margomulyo Indah No. 18-A,",PT. Hapete,Produsen,"4,7"," Jl. Margomulyo Indah No.18A, Buntaran, Kec. Tandes, Surabaya, Jawa Timur 60184",Gagal,https://hapete.com/,-7.2468308,112.6714934,Aktif,· 08.00,Gagal,"HAPETE, PT, Jl. Margomulyo Indah No. 18-A,",Ditemukan
96983546,"KAYAN JAYA TANJUNG, PT, Jl. Margomulyo Indah Ib/18-22",PT. Kayan Jaya Tanjung,Kantor Perusahaan,"3,5"," Jl. Margomulyo Indah No.18-22, Greges, Kec. Tandes, Surabaya, Jawa Timur 60186",Gagal,Gagal,-7.2441654,112.6740704,Aktif,· Tutup pukul 16.30,Gagal,"KAYAN JAYA TANJUNG, PT, Jl. Margomulyo Indah Ib/18-22",Ditemukan
96983767,"Pt Sumber Rejeki Varia, Jl Margomulyo Indah Blok A No.16C",PT Sumber Rejeki Varia,Kantor Perusahaan,"3,9"," Jl. Margomulyo Indah No.16C Blok a No, Buntaran, Kec. Tandes, Surabaya, Jawa Timur 60184",Gagal,Gagal,-7.2483712,112.6721172,Aktif,Gagal,Gagal,"Pt Sumber Rejeki Varia, Jl Margomulyo Indah Blok A No.16C",Ditemukan
96986285,"HAWI BAJA, PT, Margomulyo Indah Blok F Kav 11",PT Baja Tehnik Rekatama,Jasa Sandblasting,"4,9",· Jl. Margomulyo Indah No.2A Blok C,0811-3050-439,Gagal,-7.2516182,112.6658662,Aktif,Segera buka · 08.00,Segera buka · 08.00 · Segera buka · 08.00,"HAWI BAJA, PT, Margomulyo Indah Blok F Kav 11",Ditemukan
96986285,"HAWI BAJA, PT, Margomulyo Indah Blok F Kav 11",PT. Anugrah Inti Makmur,Perusahaan Pengemasan,"5,0",· Jalan Margomulyo Indah F No.18,0887-0700-9000,Gagal,-7.2448767,112.6695747,Aktif,Segera buka · 08.00,Segera buka · 08.00 · Segera buka · 08.00,"HAWI BAJA, PT, Margomulyo Indah Blok F Kav 11",Tidak Ditemukan
96986285,"HAWI BAJA, PT, Margomulyo Indah Blok F Kav 11",Margomulyo Jaya C15,Gudang,"4,7",Gagal,Gagal,Gagal,-7.2520579,112.6773929,Aktif,Gagal,Gagal,"HAWI BAJA, PT, Margomulyo Indah Blok F Kav 11",Tidak Ditemukan
96986285,"HAWI BAJA, PT, Margomulyo Indah Blok F Kav 11",Orchid,Tidak ada ulasan,Gagal,· Margomulyo Jaya No.15-16 Blok C,(031) 7496025,Gagal,-7.2523394,112.6772361,Aktif,Gagal,Gagal,"HAWI BAJA, PT, Margomulyo Indah Blok F Kav 11",Tidak Ditemukan
96986676,"ARDANA KARUNA DELTA PT, KLAMPIS SEMOLO TIMUR 12 NO 7 C",Pt Ardana Karuna Delta,Gagal,Gagal," Jl. Klampis Semolo Timur XII No.7C, Semolowaru, Kec. Sukolilo, Surabaya, Jawa Timur 60119",Gagal,Gagal,-7.2990586,112.7785361,Aktif,Gagal,Gagal,"ARDANA KARUNA DELTA PT, KLAMPIS SEMOLO TIMUR 12 NO 7 C",Ditemukan
96989443,"SURYA PUTRA BARUTAMA,PT, JL. Raya Kedurus, No. 23, Kedurus, Karangpilang, 60223, Kedurus, Kec. Karangpilang, Surabaya, Jawa Timur 60223",PT. Surya Putra Barutama,Dealer Truk,"4,4"," JL. Raya Kedurus, No. 23, Kedurus, Karangpilang, 60223, Kedurus, Kec. Karangpilang, Surabaya, Jawa Timur 60223",Gagal,http://spb-autobody.co.id/home.php,-7.3154967,112.7071581,Aktif,· 08.00,Gagal,"SURYA PUTRA BARUTAMA,PT, JL. Raya Kedurus, No. 23, Kedurus, Karangpilang, 60223, Kedurus, Kec. Karangpilang, Surabaya, Jawa Timur 60223",Ditemukan
97000801,"SENTRAL BAHANA EKATAMA PT, RAYA MANUKAN KULON 90-100",PT. Wellsun Plastic Technology Indonesia,Produsen,"3,6"," Jl. Raya Manukan Kulon No.96-98, Manukan Kulon, Kec. Tandes, Surabaya, Jawa Timur 60185",Gagal,https://wellsunplastic.mystrikingly.com/,-7.2552986,112.6625556,Aktif,· 08.00,Gagal,"SENTRAL BAHANA EKATAMA PT, RAYA MANUKAN KULON 90-100",Ditemukan
97002736,"THAMARGA JAYA SEJAHTERA, PT, Jl. Hr Muhammad 151 Dukuh Pakis",PT. Thamarga Jaya Sejahtera,Produsen,"5,0"," Jl. Mayjen HR. Muhammad No.151, Pradahkalikendal, Kec. Dukuhpakis, Surabaya, Jawa Timur 60226",Gagal,Gagal,-7.2837939,112.6868945,Aktif,Gagal,Gagal,"THAMARGA JAYA SEJAHTERA, PT, Jl. Hr Muhammad 151 Dukuh Pakis",Ditemukan
98060759,"SUMBER MAS, Jl. Lidah Wetan No.24 ,",Pabrik Sumber Mas,Toko Sepatu,"5,0",· Jl. Lidah Wetan Tengah No.24,(031) 7532900,Gagal,-7.3058011,112.6647309,Tutup,· Tutup pukul 17.00,Buka · Tutup pukul 17.00 · Buka · Tutup pukul 17.00,"SUMBER MAS, Jl. Lidah Wetan No.24 ,",Ditemukan
98060759,"SUMBER MAS, Jl. Lidah Wetan No.24 ,",UD. Sumber Mas,Produsen,"5,0",· Jl. Raya Lidah Wetan Jl. Raya Wiyung No.24,(031) 7532900,Gagal,-7.3085048,112.6728958,Aktif,Gagal,Gagal,"SUMBER MAS, Jl. Lidah Wetan No.24 ,",Tidak Ditemukan
